Date,Department,Resource_ID,Cloud_Service,Resource_Type,Region,CPU_Usage_Percent,Memory_Usage_Percent,Storage_Usage_GB,Usage_Hours,Cost_USD
2025-05-11 00:00:00,Marketing,RES01034,Compute,Container,Europe,77.42,74.38,83.86,20.5,65.59
2025-05-11 00:00:00,Marketing,RES07380,Compute,Serverless,Asia Pacific,78.82,85.55,197.09,5.35,34.97
2025-05-11 00:00:00,Operations,RES00035,Database,Data Warehouse,Europe,77.69,85.73,153.35,20.27,205.96
2025-05-11 00:00:00,Operations,RES00202,Database,Database Server,Asia Pacific,46,63.18,69.08,14.25,120.73
2025-05-11 00:00:00,Operations,RES02223,Database,Database Server,Europe,5.23,16.5,189.36,4.88,38.52
2025-05-11 00:00:00,Operations,RES04357,Compute,Virtual Machine,Asia Pacific,40.07,38.47,29.74,13.59,55.3
2025-05-11 00:00:00,Sales,RES08099,Compute,Serverless,Europe,60.23,67.1,161.14,21.85,51.11
2025-05-12 00:00:00,Finance,RES02980,Storage,Object Storage,India,76.88,84.94,107.9,4.71,34.18
2025-05-12 00:00:00,Finance,RES03755,Compute,Serverless,Asia Pacific,12.73,22.04,261.25,10.24,20.01
2025-05-12 00:00:00,Finance,RES04948,Storage,Object Storage,India,12.89,21.43,56.22,19,11.1
2025-05-12 00:00:00,Finance,RES07267,Compute,Serverless,US West,19.44,36.57,348.27,21.58,36.48
2025-05-12 00:00:00,Finance,RES11815,Networking,Load Balancer,Europe,59.88,69.95,223.26,22.38,66.15
2025-05-12 00:00:00,Finance,RES11930,Compute,Virtual Machine,India,75.25,67.19,81.67,5.76,39.81
2025-05-12 00:00:00,HR,RES09781,Storage,Object Storage,Europe,64.62,59.21,211.23,4.58,20.01
2025-05-12 00:00:00,IT,RES00768,Compute,Container,India,81.32,70.47,147.09,6.74,39.61
2025-05-12 00:00:00,IT,RES02356,Compute,Virtual Machine,Asia Pacific,14.48,5.21,98.71,12.12,34.53
2025-05-12 00:00:00,IT,RES05174,Compute,Virtual Machine,India,75.99,60.18,319.5,7.97,41.31
2025-05-12 00:00:00,IT,RES07904,Compute,Serverless,US East,83.71,76.41,133.62,10.67,39.95
2025-05-12 00:00:00,IT,RES09979,Database,Data Warehouse,US East,72.33,73.12,106.3,17.41,161.79
2025-05-12 00:00:00,IT,RES10625,Database,Database Server,Europe,57.38,73.2,53.41,8.05,81.11
2025-05-12 00:00:00,Marketing,RES02021,Networking,Network Gateway,India,52.6,65.43,62.9,5.64,28.17
2025-05-12 00:00:00,Marketing,RES03923,Compute,Container,Europe,64.87,67.4,464.13,21.48,62.2
2025-05-12 00:00:00,Operations,RES00457,Database,Data Warehouse,Asia Pacific,63.67,91.93,61.42,23.41,233.49
2025-05-12 00:00:00,Operations,RES02019,Compute,Virtual Machine,US East,33.21,22.53,136.99,15.76,43.66
2025-05-12 00:00:00,Operations,RES04970,Storage,Object Storage,India,76.83,74.36,56.32,16.03,21.12
2025-05-12 00:00:00,Operations,RES05304,Compute,Container,US East,36.71,57.65,119.92,4.59,24.7
2025-05-12 00:00:00,Operations,RES07194,Storage,Object Storage,US East,46.72,57.26,32.87,7.76,23.05
2025-05-12 00:00:00,Operations,RES09109,Compute,Serverless,Europe,43.36,61.14,250.43,23.22,56.84
2025-05-12 00:00:00,Operations,RES09126,Storage,Object Storage,India,17.94,28.59,85.55,21.19,8.46
2025-05-12 00:00:00,Operations,RES09481,Networking,Load Balancer,India,72.88,88.39,1251.12,8.43,53.99
2025-05-12 00:00:00,Sales,RES05512,Storage,Object Storage,India,45.11,55.06,149.12,17.02,25.63
2025-05-12 00:00:00,Sales,RES08601,Compute,Serverless,US East,45.29,49.47,92.97,5.58,21.3
2025-05-12 00:00:00,Sales,RES09977,Database,Data Warehouse,India,79.1,70.61,153.66,9.39,90.66
2025-05-12 00:00:00,Sales,RES10561,Networking,Load Balancer,US West,9.49,29.7,171.08,5.73,16.68
2025-05-13 00:00:00,Finance,RES01466,Compute,Virtual Machine,India,75.8,66.03,272.13,22.35,73.25
2025-05-13 00:00:00,Finance,RES07372,Storage,Object Storage,US West,48.92,63.4,132.5,12.25,23.63
2025-05-13 00:00:00,Finance,RES08397,Compute,Serverless,US East,74.32,81.3,229.9,21.72,54.39
2025-05-13 00:00:00,Finance,RES08502,Compute,Serverless,Asia Pacific,56.2,62.7,124.1,18.12,40.65
2025-05-13 00:00:00,HR,RES07175,Database,Database Server,India,41.46,52.92,133.61,13.05,87.01
2025-05-13 00:00:00,IT,RES00429,Networking,Load Balancer,Europe,40.18,51.09,64.9,21.05,66.12
2025-05-13 00:00:00,IT,RES01217,Database,Database Server,Europe,54.2,50.64,119.29,7.94,76.71
2025-05-13 00:00:00,IT,RES05842,Database,Database Server,India,84.83,85.31,37.18,19.11,139.03
2025-05-13 00:00:00,IT,RES09434,Compute,Container,India,64.29,49.04,181.77,6.78,29.08
2025-05-13 00:00:00,IT,RES09621,Compute,Container,India,38.96,53.7,94.41,4.55,20.69
2025-05-13 00:00:00,IT,RES10089,Compute,Serverless,India,53.31,49.29,38.82,13.21,30.44
2025-05-13 00:00:00,IT,RES11866,Networking,Network Gateway,US East,8.58,15.87,235.65,21.34,47.53
2025-05-13 00:00:00,Marketing,RES01579,Networking,Load Balancer,India,72.29,58.47,142.74,13.53,46.37
2025-05-13 00:00:00,Marketing,RES06805,Database,Data Warehouse,Europe,6.16,17.33,20.78,17.49,160.91
2025-05-13 00:00:00,Marketing,RES07030,Compute,Serverless,US East,82,86.97,131.71,10.76,46.89
2025-05-13 00:00:00,Operations,RES00597,Compute,Container,Asia Pacific,60.81,61.92,227.27,20.31,56.94
2025-05-13 00:00:00,Operations,RES05727,Networking,Network Gateway,Asia Pacific,69.71,59.44,70.87,9.09,47.98
2025-05-13 00:00:00,Operations,RES06214,Networking,Load Balancer,Europe,72.31,84.36,387.12,14.6,53.57
2025-05-13 00:00:00,Operations,RES08581,Compute,Container,Europe,57.89,58.24,222.94,15.87,50.84
2025-05-13 00:00:00,Operations,RES09286,Compute,Virtual Machine,India,55.77,59.2,256.24,5.75,34.23
2025-05-13 00:00:00,Operations,RES09930,Storage,Object Storage,US East,12.56,10.34,199.46,21.87,5.79
2025-05-13 00:00:00,Sales,RES00832,Compute,Container,US East,57.44,73.75,270.25,20.82,58.91
2025-05-13 00:00:00,Sales,RES06259,Networking,Network Gateway,US East,9.86,18.4,81.84,10.97,32.11
2025-05-13 00:00:00,Sales,RES07391,Compute,Virtual Machine,India,63.01,64.6,120.91,19.98,77.79
2025-05-14 00:00:00,Finance,RES03196,Storage,Object Storage,Asia Pacific,16.49,27.54,133.4,9.23,9.86
2025-05-14 00:00:00,Finance,RES10906,Compute,Container,Europe,58.61,70.81,51.5,4.48,25.58
2025-05-14 00:00:00,IT,RES01753,Compute,Virtual Machine,US West,92.94,94.28,81.01,9.05,56.59
2025-05-14 00:00:00,IT,RES02801,Storage,Block Storage,US East,18.57,32.23,60.46,12.27,7.3
2025-05-14 00:00:00,IT,RES04540,Compute,Virtual Machine,India,39.49,37.75,513.08,21.95,62.95
2025-05-14 00:00:00,IT,RES05252,Networking,Load Balancer,India,77.71,81.53,124.69,22.41,61.4
2025-05-14 00:00:00,IT,RES06427,Compute,Serverless,US West,69.51,53.9,40.84,5.56,29.21
2025-05-14 00:00:00,IT,RES08806,Database,Database Server,India,47.57,49.33,85.58,8.41,60.43
2025-05-14 00:00:00,IT,RES09696,Networking,Network Gateway,US East,98,74.63,150.37,9.51,48.77
2025-05-14 00:00:00,IT,RES10310,Database,Data Warehouse,India,89.08,81.59,118.02,15.95,144.95
2025-05-14 00:00:00,Marketing,RES06987,Compute,Container,US East,65.77,61.33,77.69,16.02,51.86
2025-05-14 00:00:00,Marketing,RES10116,Database,Data Warehouse,Asia Pacific,20.07,33.61,33.47,11,102.1
2025-05-14 00:00:00,Operations,RES00820,Compute,Virtual Machine,India,38.56,33.35,170.38,15.39,48.93
2025-05-14 00:00:00,Operations,RES05213,Database,Database Server,US East,6.34,14.91,445.75,20.63,129.45
2025-05-14 00:00:00,Operations,RES07807,Compute,Virtual Machine,US East,40.65,48.99,135.76,4.66,24.9
2025-05-14 00:00:00,Sales,RES00485,Compute,Container,India,75.09,78.54,105.83,19.37,59.51
2025-05-14 00:00:00,Sales,RES04607,Networking,Network Gateway,Europe,66.14,68.05,271.37,6.01,48.5
2025-05-14 00:00:00,Sales,RES04715,Database,Data Warehouse,US East,98,91.96,109.27,4.06,65.99
2025-05-14 00:00:00,Sales,RES04845,Storage,Block Storage,Europe,98,85.34,47.57,9.65,26.67
2025-05-14 00:00:00,Sales,RES09398,Storage,Block Storage,India,42.98,62.72,136.37,14.42,17.04
2025-05-14 00:00:00,Sales,RES09737,Storage,Object Storage,Europe,63.56,91.08,33.47,6.53,22.84
2025-05-15 00:00:00,Finance,RES00224,Compute,Serverless,US West,16.22,33.49,32.87,17.6,27.97
2025-05-15 00:00:00,Finance,RES05724,Compute,Serverless,US West,20.05,27.87,142.02,20.5,34.86
2025-05-15 00:00:00,Finance,RES08294,Compute,Container,Europe,80.78,74.39,238.74,22.38,68.6
2025-05-15 00:00:00,Finance,RES08891,Storage,Object Storage,US West,7.2,23.89,45.53,21.35,5
2025-05-15 00:00:00,HR,RES00093,Database,Database Server,Europe,8.47,33.12,76,15.73,120.38
2025-05-15 00:00:00,HR,RES10741,Compute,Serverless,India,37.63,35.67,573.45,19.33,29.23
2025-05-15 00:00:00,IT,RES05333,Compute,Serverless,India,12.37,28.89,141.16,8.67,21.05
2025-05-15 00:00:00,IT,RES07512,Compute,Serverless,India,86.73,79.8,115.77,5.31,37.39
2025-05-15 00:00:00,IT,RES11427,Compute,Virtual Machine,India,32.74,41.53,179.49,19.81,60.52
2025-05-15 00:00:00,IT,RES11459,Compute,Serverless,US West,43.07,50.98,229.8,20.7,41.67
2025-05-15 00:00:00,Marketing,RES09150,Compute,Container,Europe,63.45,59.78,95.31,19.22,57.21
2025-05-15 00:00:00,Operations,RES03301,Compute,Container,India,88.3,98,112.52,13.67,48.38
2025-05-15 00:00:00,Operations,RES04202,Networking,Network Gateway,Asia Pacific,57.7,70.27,106.95,21.95,69.48
2025-05-15 00:00:00,Operations,RES04527,Storage,Object Storage,Asia Pacific,62.7,54.8,185.56,18.77,20.2
2025-05-15 00:00:00,Operations,RES04694,Database,Database Server,US West,14.18,31.27,79.99,19.85,136.07
2025-05-15 00:00:00,Operations,RES08838,Compute,Serverless,US East,15.74,10.3,303.36,17.46,29.32
2025-05-16 00:00:00,HR,RES07292,Compute,Container,US West,56.03,57.15,209.54,8.94,29.68
2025-05-16 00:00:00,IT,RES01986,Compute,Serverless,Asia Pacific,55.19,58.09,130.28,21.85,50.19
2025-05-16 00:00:00,IT,RES04046,Storage,Block Storage,India,27.49,35.67,166.7,11.54,11.96
2025-05-16 00:00:00,IT,RES04579,Networking,Load Balancer,US East,38.13,33.12,143.91,20.31,52.62
2025-05-16 00:00:00,IT,RES08011,Networking,Network Gateway,Asia Pacific,60.95,44.26,67.83,10.68,38.39
2025-05-16 00:00:00,IT,RES08500,Compute,Virtual Machine,Asia Pacific,52.34,58.66,66.97,17.86,76.24
2025-05-16 00:00:00,IT,RES11156,Compute,Serverless,US East,94.05,89.69,131.87,13.56,48.27
2025-05-16 00:00:00,Marketing,RES06662,Database,Data Warehouse,US West,43.76,20.01,383.2,23.73,211.4
2025-05-16 00:00:00,Operations,RES02385,Compute,Serverless,US East,16.11,13.32,123.87,18.46,31.63
2025-05-16 00:00:00,Operations,RES03467,Networking,Load Balancer,US East,20.2,28.05,190.17,15.1,37.05
2025-05-16 00:00:00,Operations,RES06763,Networking,Load Balancer,Asia Pacific,57.58,71.18,64.37,10.26,43.4
2025-05-16 00:00:00,Operations,RES09680,Compute,Container,US West,55.38,50.95,112.41,19.44,56.94
2025-05-16 00:00:00,Operations,RES11016,Networking,Network Gateway,US East,70.57,75.1,55.45,4.18,30.02
2025-05-16 00:00:00,Sales,RES10702,Compute,Serverless,US West,69.45,63.46,108.95,8.27,28.04
2025-05-17 00:00:00,Finance,RES01071,Storage,Object Storage,India,34.56,34,654.82,9.65,15.52
2025-05-17 00:00:00,Finance,RES03335,Compute,Virtual Machine,Europe,98,72.37,83.94,5.42,50.51
2025-05-17 00:00:00,Finance,RES04380,Compute,Serverless,US West,58.08,60.86,377.43,8.65,32.44
2025-05-17 00:00:00,Finance,RES08743,Compute,Virtual Machine,US West,32.02,17.48,130.59,9.23,35.21
2025-05-17 00:00:00,HR,RES04622,Database,Data Warehouse,US West,17.87,43.69,100.23,21.49,198.03
2025-05-17 00:00:00,HR,RES06645,Compute,Virtual Machine,US West,10.19,34.02,56.22,9.33,34.72
2025-05-17 00:00:00,IT,RES00755,Database,Data Warehouse,India,72.72,87.77,70.94,16.16,144.31
2025-05-17 00:00:00,IT,RES02076,Networking,Load Balancer,Asia Pacific,45.06,62.92,56.5,18.65,52.24
2025-05-17 00:00:00,IT,RES02927,Compute,Container,India,36.78,52.4,87.41,21.24,52.03
2025-05-17 00:00:00,IT,RES03376,Storage,Block Storage,US East,41.46,47.96,30.84,21.52,22.34
2025-05-17 00:00:00,IT,RES03892,Compute,Virtual Machine,India,68.62,76.96,388.69,18.22,70.45
2025-05-17 00:00:00,IT,RES04764,Networking,Load Balancer,US West,78.74,85.94,130.07,22.6,74.67
2025-05-17 00:00:00,IT,RES06458,Database,Data Warehouse,US West,49.13,49.15,381.59,22.55,213.68
2025-05-17 00:00:00,IT,RES08157,Storage,Object Storage,US East,64.53,65.87,114.18,22.57,27.25
2025-05-17 00:00:00,Marketing,RES00850,Database,Database Server,US East,60.95,82.47,39.96,4.13,53.36
2025-05-17 00:00:00,Marketing,RES02713,Compute,Virtual Machine,India,42.07,38.07,110.32,5.06,26.24
2025-05-17 00:00:00,Marketing,RES09858,Database,Data Warehouse,US West,51.9,57.81,294.31,22.12,201.71
2025-05-17 00:00:00,Operations,RES03222,Compute,Serverless,Asia Pacific,46.1,27.33,89.42,18.94,42.81
2025-05-17 00:00:00,Operations,RES11927,Networking,Network Gateway,Europe,63.82,60.37,51.71,9.5,44.37
2025-05-17 00:00:00,Sales,RES00707,Database,Data Warehouse,US West,59.84,68.03,92.01,6.79,79.72
2025-05-17 00:00:00,Sales,RES09458,Compute,Virtual Machine,India,72.76,83.19,380.06,22.79,88.2
2025-05-18 00:00:00,Finance,RES02080,Database,Data Warehouse,India,81.86,83.47,31.38,20.9,170.34
2025-05-18 00:00:00,Finance,RES05763,Compute,Serverless,Europe,75.67,66.93,449.27,12.6,43.08
2025-05-18 00:00:00,Finance,RES06861,Networking,Load Balancer,US West,64.28,66.77,158.07,19.77,67.3
2025-05-18 00:00:00,Finance,RES07022,Storage,Block Storage,Asia Pacific,27.36,25.31,52.15,13.78,12.42
2025-05-18 00:00:00,HR,RES00598,Storage,Block Storage,Asia Pacific,48.09,59.89,189.51,7.99,25.32
2025-05-18 00:00:00,HR,RES09544,Compute,Container,US East,62.87,57.78,415.86,18.49,52.14
2025-05-18 00:00:00,IT,RES03949,Database,Database Server,India,44.81,69.01,133.35,7.22,62.4
2025-05-18 00:00:00,IT,RES07067,Networking,Network Gateway,Asia Pacific,8.76,34.91,405.99,12.62,38.27
2025-05-18 00:00:00,IT,RES07162,Storage,Block Storage,India,72.68,77.24,164.57,5.97,27.74
2025-05-18 00:00:00,IT,RES09616,Storage,Block Storage,US West,77.63,79,35.29,20.81,22.34
2025-05-18 00:00:00,IT,RES09913,Compute,Container,US East,98,98,366.94,21.39,82.1
2025-05-18 00:00:00,Marketing,RES08206,Compute,Serverless,India,42.61,47.61,85.86,8.13,26.88
2025-05-18 00:00:00,Operations,RES03576,Compute,Serverless,US East,65.27,74.22,49.79,7.34,35.4
2025-05-18 00:00:00,Operations,RES04216,Compute,Virtual Machine,India,94.71,88.97,264.14,23.03,86.66
2025-05-18 00:00:00,Operations,RES07269,Storage,Block Storage,India,62.67,47.72,69.14,5.9,26.16
2025-05-18 00:00:00,Operations,RES08587,Networking,Network Gateway,US West,55.55,72.88,91,22.63,67.37
2025-05-18 00:00:00,Sales,RES01908,Database,Data Warehouse,Europe,56.05,49.51,282.21,6.89,79.01
2025-05-18 00:00:00,Sales,RES02782,Compute,Virtual Machine,US East,61.93,49.85,66.88,15.32,59
2025-05-18 00:00:00,Sales,RES08051,Compute,Container,India,43.99,41.13,28.33,20.35,50.45
2025-05-18 00:00:00,Sales,RES11381,Compute,Container,US West,86.99,77.17,108.33,12.65,45.15
2025-05-19 00:00:00,Finance,RES02900,Networking,Load Balancer,India,48.13,60.83,457.95,11.85,35.86
2025-05-19 00:00:00,Finance,RES03856,Storage,Object Storage,India,98,97.58,190.79,10.03,35.12
2025-05-19 00:00:00,Finance,RES05384,Database,Data Warehouse,India,45.32,60.98,313.48,8.28,69.09
2025-05-19 00:00:00,Finance,RES07220,Storage,Block Storage,Europe,46.35,32.18,99.81,4.18,12.56
2025-05-19 00:00:00,Finance,RES10766,Storage,Object Storage,US East,65.28,74.52,144.34,20.81,24.54
2025-05-19 00:00:00,HR,RES03296,Compute,Virtual Machine,US East,74.47,86.4,103.89,15.87,69.98
2025-05-19 00:00:00,HR,RES03841,Compute,Container,India,18.36,24.99,24.6,16.78,33.88
2025-05-19 00:00:00,HR,RES06488,Compute,Serverless,US East,43.51,56.36,28.39,11.24,38.31
2025-05-19 00:00:00,HR,RES06920,Compute,Container,US East,49.27,60.42,102.35,21.48,57.4
2025-05-19 00:00:00,HR,RES08343,Storage,Block Storage,Asia Pacific,60.02,69.65,364.33,21.15,27.89
2025-05-19 00:00:00,IT,RES00083,Database,Data Warehouse,Asia Pacific,90.65,75.67,107.38,6.01,84
2025-05-19 00:00:00,IT,RES02544,Compute,Serverless,India,11.78,22.07,295.12,22.45,34.82
2025-05-19 00:00:00,IT,RES03428,Compute,Virtual Machine,US East,30.5,37.98,67.88,8.02,34.41
2025-05-19 00:00:00,IT,RES06275,Compute,Serverless,India,95.43,95.69,167.24,22.18,54.66
2025-05-19 00:00:00,IT,RES07300,Compute,Serverless,India,58.55,68.41,155.97,21.53,41.63
2025-05-19 00:00:00,IT,RES07722,Compute,Serverless,India,95.19,98,88.21,11.38,41.93
2025-05-19 00:00:00,IT,RES08732,Compute,Container,US East,54.02,54.35,85.16,13.6,46.47
2025-05-19 00:00:00,Marketing,RES00737,Compute,Container,Europe,69.74,59.92,188.09,23.67,69.16
2025-05-19 00:00:00,Operations,RES07669,Storage,Block Storage,India,52.75,51.43,138.29,12.36,25.27
2025-05-19 00:00:00,Sales,RES02551,Compute,Serverless,Asia Pacific,16,32.44,179.22,16.34,37.22
2025-05-20 00:00:00,HR,RES05726,Networking,Network Gateway,US East,54.89,60.52,362.05,12.8,50.03
2025-05-20 00:00:00,HR,RES06093,Storage,Object Storage,India,34.82,39.34,202.43,17,14.75
2025-05-20 00:00:00,IT,RES00733,Database,Data Warehouse,India,59.4,41.33,65.29,21.04,163.32
2025-05-20 00:00:00,IT,RES05232,Compute,Container,US East,78.98,76.51,61.69,16.46,53.72
2025-05-20 00:00:00,IT,RES09392,Compute,Virtual Machine,India,27.81,44.69,36.02,7.27,23.22
2025-05-20 00:00:00,Marketing,RES03831,Storage,Block Storage,India,13.09,10.74,115.78,15.78,5.4
2025-05-20 00:00:00,Marketing,RES11719,Compute,Virtual Machine,India,5,34.43,120.71,12.45,36.95
2025-05-20 00:00:00,Operations,RES01132,Storage,Block Storage,India,9.82,31,59.25,7.06,5
2025-05-20 00:00:00,Operations,RES02567,Compute,Serverless,India,20.4,9.8,75.54,15.49,20.08
2025-05-20 00:00:00,Operations,RES03132,Database,Data Warehouse,US East,51.79,48.92,105.42,13.04,124.25
2025-05-20 00:00:00,Operations,RES05397,Networking,Network Gateway,Asia Pacific,46.67,38.47,59.11,14.69,54.74
2025-05-20 00:00:00,Operations,RES08741,Database,Database Server,India,58.52,67.37,338.38,5.91,56.58
2025-05-20 00:00:00,Sales,RES03317,Storage,Block Storage,India,43.81,60.8,96.59,9.69,15.56
2025-05-20 00:00:00,Sales,RES03921,Compute,Container,India,74.79,82.37,70.28,15.45,52.67
2025-05-20 00:00:00,Sales,RES06736,Database,Data Warehouse,Asia Pacific,75.72,61.61,253.02,10.86,115.05
2025-05-21 00:00:00,Finance,RES05784,Compute,Serverless,Europe,14.11,19.56,246.4,7.62,17.21
2025-05-21 00:00:00,Finance,RES06509,Compute,Serverless,US West,55.8,62.32,424.61,10.67,39.64
2025-05-21 00:00:00,Finance,RES06728,Database,Database Server,India,15.46,29.93,397.05,11.03,70.51
2025-05-21 00:00:00,Finance,RES07006,Compute,Serverless,US West,56.19,68.84,177.94,15.27,39.38
2025-05-21 00:00:00,Finance,RES07667,Database,Database Server,India,69.73,74.07,92.65,18.92,122.66
2025-05-21 00:00:00,HR,RES04034,Storage,Object Storage,US West,93,92.33,238.33,19.22,32.81
2025-05-21 00:00:00,IT,RES00884,Networking,Load Balancer,Asia Pacific,61.19,64.17,20.14,17.53,57.92
2025-05-21 00:00:00,IT,RES01597,Storage,Block Storage,India,54.31,49.95,122.76,12.14,17.27
2025-05-21 00:00:00,IT,RES01629,Compute,Container,India,14.88,42.63,57.41,6.27,22.46
2025-05-21 00:00:00,IT,RES02625,Compute,Serverless,US West,13.44,21.66,216.73,7.81,19.1
2025-05-21 00:00:00,IT,RES02915,Database,Data Warehouse,US East,89.6,98,51.18,16.66,160.25
2025-05-21 00:00:00,IT,RES03148,Storage,Block Storage,Europe,78.87,60.68,136.76,16.87,26.9
2025-05-21 00:00:00,IT,RES03387,Database,Data Warehouse,India,69.43,70.37,31.81,8.28,84.04
2025-05-21 00:00:00,IT,RES04151,Database,Database Server,US East,28.1,25.51,164.81,9.09,67.08
2025-05-21 00:00:00,IT,RES06154,Storage,Object Storage,US West,8.49,25.06,152.56,12.05,5.81
2025-05-21 00:00:00,IT,RES06959,Networking,Load Balancer,US East,30,23.27,751.93,18.33,46.23
2025-05-21 00:00:00,IT,RES08205,Compute,Serverless,India,45.37,29.01,376.96,4.05,21.77
2025-05-21 00:00:00,IT,RES09556,Compute,Serverless,India,11.7,18.27,43.75,23.13,30.83
2025-05-21 00:00:00,IT,RES10433,Compute,Virtual Machine,Asia Pacific,47.77,55.5,188.87,21.33,89.88
2025-05-21 00:00:00,IT,RES11474,Compute,Virtual Machine,India,41.44,33.28,130.47,14.23,44.17
2025-05-21 00:00:00,Marketing,RES01106,Storage,Object Storage,US East,56.25,56.08,694.2,17.76,26.29
2025-05-21 00:00:00,Marketing,RES10355,Compute,Serverless,US West,35.59,49.72,209.95,16.52,36.41
2025-05-21 00:00:00,Operations,RES00827,Compute,Serverless,Asia Pacific,70.6,65.36,70.1,10.74,39.45
2025-05-21 00:00:00,Operations,RES02716,Compute,Serverless,Europe,76.65,67.54,153.69,9.74,42.47
2025-05-21 00:00:00,Operations,RES04612,Storage,Block Storage,US East,66.06,74.48,87.85,15.08,26.05
2025-05-21 00:00:00,Sales,RES03073,Database,Data Warehouse,India,77.22,70.62,252.85,15.87,129.85
2025-05-21 00:00:00,Sales,RES08895,Storage,Object Storage,India,96.27,89.31,173.58,14.4,35.69
2025-05-21 00:00:00,Sales,RES09413,Database,Database Server,India,50.2,61.24,37.2,11.83,87.48
2025-05-22 00:00:00,Finance,RES02379,Storage,Object Storage,US East,38.15,31.33,44.18,10.25,18.55
2025-05-22 00:00:00,Finance,RES07328,Networking,Load Balancer,India,35.09,35.12,149.88,14.73,41.69
2025-05-22 00:00:00,HR,RES02121,Compute,Virtual Machine,Europe,72.99,75.62,71.43,4.11,35.49
2025-05-22 00:00:00,HR,RES02288,Compute,Container,US East,63.09,72.88,327.78,22.85,65.04
2025-05-22 00:00:00,IT,RES10244,Storage,Object Storage,US East,98,97.85,25.69,20.03,44.34
2025-05-22 00:00:00,IT,RES11031,Compute,Container,US East,75.73,77.46,13.6,5.03,35.19
2025-05-22 00:00:00,IT,RES11509,Compute,Container,India,47.31,40.66,102.2,12.1,28.52
2025-05-22 00:00:00,IT,RES11699,Compute,Container,US West,89.37,94.95,266.7,8.94,51.03
2025-05-22 00:00:00,Marketing,RES01124,Database,Database Server,India,64.26,73.46,56.91,4.83,38.4
2025-05-22 00:00:00,Marketing,RES04318,Networking,Network Gateway,US West,51.89,43.76,79.55,8.14,36.12
2025-05-22 00:00:00,Marketing,RES08887,Networking,Network Gateway,India,50.43,50.81,105.16,15.08,45.97
2025-05-22 00:00:00,Operations,RES07870,Compute,Virtual Machine,Asia Pacific,37.45,55.71,272.27,22.74,82.68
2025-05-22 00:00:00,Operations,RES08363,Storage,Object Storage,Europe,53.96,65,31.15,16.83,21.53
2025-05-22 00:00:00,Operations,RES10359,Compute,Container,India,30.65,41.67,114.79,22.14,50.1
2025-05-22 00:00:00,Operations,RES10636,Compute,Serverless,Asia Pacific,65.83,62.95,174.89,10.24,35.62
2025-05-22 00:00:00,Operations,RES11153,Compute,Serverless,Asia Pacific,22.26,24.42,33.97,14.62,27.91
2025-05-22 00:00:00,Operations,RES11936,Database,Database Server,India,98,89.07,551.66,9.89,88.1
2025-05-23 00:00:00,Finance,RES00292,Compute,Container,Asia Pacific,82.08,76.3,277.48,17.68,66.47
2025-05-23 00:00:00,Finance,RES00777,Compute,Serverless,US West,65.68,73.07,73.93,18.78,46.4
2025-05-23 00:00:00,Finance,RES02837,Compute,Container,India,80.34,81.59,53.25,17.46,59.96
2025-05-23 00:00:00,Finance,RES04769,Database,Database Server,India,43.63,41.13,191.2,16.27,105.83
2025-05-23 00:00:00,HR,RES05436,Compute,Virtual Machine,Asia Pacific,79.69,69.66,203.24,21.47,90.53
2025-05-23 00:00:00,IT,RES01360,Compute,Virtual Machine,US West,62.52,84.02,148.6,20.12,82.97
2025-05-23 00:00:00,IT,RES02271,Database,Data Warehouse,US West,40.41,41.7,47.47,21.93,197.42
2025-05-23 00:00:00,IT,RES03817,Storage,Block Storage,India,28.31,34.47,51.13,9.06,10.58
2025-05-23 00:00:00,IT,RES07331,Storage,Block Storage,India,45.59,65.3,60.64,23.52,18.5
2025-05-23 00:00:00,IT,RES08117,Compute,Serverless,US East,88.76,98,67.86,12.65,51.54
2025-05-23 00:00:00,IT,RES09004,Compute,Container,US West,84.88,62.05,109.44,14.69,54.15
2025-05-23 00:00:00,IT,RES11348,Database,Data Warehouse,Europe,98,95.2,167.08,23.41,243.13
2025-05-23 00:00:00,Marketing,RES06113,Compute,Virtual Machine,India,75.15,73.72,37.5,10.75,47.42
2025-05-23 00:00:00,Marketing,RES09702,Database,Data Warehouse,US East,67.46,64.32,47.18,17.02,164.66
2025-05-23 00:00:00,Operations,RES00501,Compute,Virtual Machine,US West,68.35,70.53,150.11,6.54,42.12
2025-05-23 00:00:00,Operations,RES01740,Database,Database Server,US East,22.86,48.4,61.97,13.35,101.34
2025-05-23 00:00:00,Operations,RES03936,Storage,Object Storage,Asia Pacific,68.71,64.58,35.61,22.43,27.08
2025-05-23 00:00:00,Operations,RES05272,Storage,Object Storage,US East,32.68,44.82,139.7,7.99,11.88
2025-05-23 00:00:00,Sales,RES01563,Compute,Serverless,Asia Pacific,64.25,61.6,69.16,10.52,32.88
2025-05-24 00:00:00,Finance,RES00422,Database,Data Warehouse,US West,35.5,48.7,150.58,19.42,171.63
2025-05-24 00:00:00,Finance,RES03415,Compute,Virtual Machine,US East,43.2,62.05,183.69,4.71,28.64
2025-05-24 00:00:00,Finance,RES05208,Database,Data Warehouse,Europe,63.43,47.39,18.66,4.08,59.73
2025-05-24 00:00:00,Finance,RES08273,Storage,Object Storage,US West,48.43,62.08,78.93,7.86,23.69
2025-05-24 00:00:00,Finance,RES09868,Database,Data Warehouse,US East,56.83,51.42,179.38,11.55,114.22
